Record Number,Fiscal Year,Department Name,Sub-Unit of Department,EEO Category Name,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year
19646,2017,"Public Defense, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,29,PURCHASING AGENT 3,01/12/2017,01/12/2017,false
19648,2017,"Administrative Services, Department of",,Professional,Voluntary Resignation,Permanent (Merit),000,27(-3),HR PROFESSIONAL 1,01/13/2017,01/26/2017,false
19649,2017,Attorney General,,Professional,Voluntary Resignation,Permanent (Nonmerit),000,39,ASST ATTORNEY GENERAL 3,01/13/2017,01/26/2017,false
19650,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/13/2017,01/26/2017,false
19653,2017,"Corrections, Department of",Oakdale,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,01/13/2017,01/26/2017,false
19651,2017,"Corrections, Department of",Oakdale,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,01/13/2017,01/26/2017,false
19652,2017,"Corrections, Department of",Oakdale,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,01/13/2017,01/26/2017,false
19654,2017,"Corrections, Department of",Rockwell City,Official/Administrator,Voluntary Resignation,Permanent (Merit),014,29,EXEC OFF 1,01/13/2017,01/26/2017,false
19655,2017,"Human Services, Department of",Field Operations,Official/Administrator,Voluntary Resignation,Permanent (Merit),000,30,SOCIAL WORK SUPERVISOR,01/13/2017,01/26/2017,false
19656,2017,"Human Services, Department of",Field Operations,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,01/13/2017,01/26/2017,false
19657,2017,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/13/2017,01/26/2017,false
19658,2017,"Public Safety, Department of",,Protective Services - Sworn,Retirement,Permanent (Nonmerit),000,33,SERGEANT,01/13/2017,01/26/2017,false
19659,2017,"Public Defense, Department of",,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,21,AIR BASE SECURITY OFFICER,01/15/2017,01/26/2017,false
19660,2017,"Corrections, Department of",Newton,Professional,Retirement,Permanent (Merit),014,30,REGISTERED NURSE,01/17/2017,01/26/2017,false
19661,2017,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,26,FIELD AUDITOR,01/17/2017,01/26/2017,false
19665,2017,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/18/2017,01/26/2017,false
19667,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/18/2017,01/26/2017,false
19666,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,01/18/2017,01/26/2017,false
19668,2017,"Natural Resources, Department of",,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),000,43(-2),PUBLIC SERVICE EXECUTIVE,01/18/2017,01/26/2017,false
19669,2017,Iowa Veterans Home,,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,10,RESIDENT AIDE,01/18/2017,01/26/2017,false
19671,2017,"Corrections, Department of",Oakdale,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/19/2017,01/26/2017,false
19670,2017,"Corrections, Department of",Oakdale,Professional,Retirement,Permanent (Merit),014,32,PSYCHOLOGIST 3,01/19/2017,01/26/2017,false
19672,2017,"Corrections, Department of",Fort Dodge,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/19/2017,01/26/2017,false
19673,2017,"Human Services, Department of",Cherokee CCUSO,Professional,Voluntary Resignation,Permanent (Merit),009,27,SOCIAL WORKER 3,01/19/2017,01/26/2017,false
19675,2017,"Revenue, Department of",,Official/Administrator,Voluntary Resignation,Probationary (Merit),014,21,REVENUE EXAMINER 1,01/19/2017,01/26/2017,false
19676,2017,Economic Development Authority,,Official/Administrator,Retirement,Permanent (Nonmerit),000,33,ECON DEVELOPMENT SPECIALIST 3,01/20/2017,01/26/2017,false
19677,2017,Iowa Workforce Development,,Technician,Voluntary Resignation,Permanent (Merit),014,26,SAFETY/HEALTH CONSULTANT,01/20/2017,01/26/2017,false
19678,2017,"Human Services, Department of",Field Operations,Professional,Involuntary Resignation,Permanent (Merit),009,25,SOCIAL WORKER 2,01/20/2017,01/26/2017,false
19679,2017,"Human Services, Department of",Field Operations,Professional,Involuntary Dismissal,Probationary (Merit),009,25,SOCIAL WORKER 2,01/20/2017,01/26/2017,false
19681,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/22/2017,01/26/2017,false
19682,2017,"Public Defense, Department of",,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,AIRPORT FIREFIGHTER,01/22/2017,01/26/2017,false
19683,2017,"Education, Department of",Vocational Rehabilitation,Professional,Voluntary Resignation,Permanent (Merit),009,23,REHABILITATION ASSOCIATE,01/23/2017,01/26/2017,false
19684,2017,"Human Services, Department of",Woodward,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/23/2017,01/26/2017,false
19685,2017,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,01/23/2017,01/26/2017,false
19686,2017,"Corrections, Department of",Clarinda,Protective Services - Sworn,Retirement,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/24/2017,01/26/2017,false
19687,2017,"Human Services, Department of",Independence,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/24/2017,01/26/2017,false
19688,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/25/2017,01/26/2017,false
19690,2017,Iowa Veterans Home,,Technician,Abandoned Job,Probationary (Merit),014,26,LICENSED PRACTICAL NURSE,01/25/2017,01/26/2017,false
19691,2017,"Administrative Services, Department of",,Skilled Craft,Retirement,Permanent (Merit),014,16,MAINTENANCE WORKER 2,01/26/2017,01/26/2017,false
19692,2017,Agriculture and Land Stewardship,,Professional,Retirement,Permanent (Merit),014,26,PROGRAM PLANNER 2,01/26/2017,01/26/2017,false
19693,2017,"Chief Information Officer, Office of the",,Professional,Retirement,Permanent (Merit),014,35,INFO TECH SPECIALIST 5,01/26/2017,01/26/2017,false
19694,2017,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),009,24,INCOME MAINT WORKER 2,01/26/2017,01/26/2017,false
19695,2017,"Human Services, Department of",Field Operations,Administrative Support,Retirement,Permanent (Merit),009,24,CHILD SUPPORT RECOVERY OFFICER,01/26/2017,01/26/2017,false
19698,2017,"Natural Resources, Department of",,Professional,Retirement,Permanent (Merit),000,30,ENVIRONMENTAL ENGINEER,01/26/2017,01/26/2017,false
19699,2017,"Natural Resources, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,32,EXEC OFF 2,01/26/2017,01/26/2017,false
19697,2017,"Natural Resources, Department of",,Administrative Support,Retirement,Permanent (Merit),014,24,ADMIN ASSISTANT 2,01/26/2017,01/26/2017,false
19701,2017,Iowa Veterans Home,,Technician,Retirement,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,01/26/2017,01/26/2017,false
19700,2017,Iowa Veterans Home,,Administrative Support,Retirement,Permanent (Merit),014,24,ADMIN ASSISTANT 2,01/26/2017,01/26/2017,false
19702,2017,Agriculture and Land Stewardship,,Official/Administrator,Retirement,Permanent (Merit),014,30,BUDGET ANALYST 3,01/27/2017,02/09/2017,false
19705,2017,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,01/27/2017,02/09/2017,false
19704,2017,"Corrections, Department of",Anamosa,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,01/27/2017,02/09/2017,false
19703,2017,"Corrections, Department of",Anamosa,Professional,Retirement,Permanent (Merit),014,30,REGISTERED NURSE,01/27/2017,02/09/2017,false
19706,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,01/27/2017,02/09/2017,false
19709,2017,"Corrections, Department of",Anamosa,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,01/30/2017,02/09/2017,false
19710,2017,"Education, Department of",Vocational Rehabilitation,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,ACCOUNTING CLERK 2,01/30/2017,02/09/2017,false
19711,2017,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,01/30/2017,02/09/2017,false
19712,2017,"Corrections, Department of",Fort Madison,Official/Administrator,Retirement,Permanent (Nonmerit),000,42(-6),INSTITUTIONAL SUPERINTENDENT,01/31/2017,02/09/2017,false
19713,2017,"Cultural Affairs, Department of",,Professional,Retirement,Permanent (Merit),014,28,HISTORICAL PROGRAM SPECIALIST,01/31/2017,02/09/2017,false
19714,2017,Iowa Workforce Development,,Professional,Retirement,Permanent (Merit),014,24,WORKFORCE ADVISOR,01/31/2017,02/09/2017,false
19715,2017,"Inspections & Appeals, Department of",,Official/Administrator,Retirement,Permanent (Merit),014,28,INVESTIGATOR 3,01/31/2017,02/09/2017,false
19716,2017,"Inspections & Appeals, Department of",,Professional,Retirement,Permanent (Merit),014,31,HEALTH FACILITIES SURVEYOR,01/31/2017,02/09/2017,false
19717,2017,"State Public Defender, Office of",,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),014,26,INVESTIGATOR 2,01/31/2017,02/09/2017,false
19718,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,02/01/2017,02/09/2017,false
19720,2017,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Permanent (Merit),014,23,CORRECTIONAL OFFICER,02/01/2017,02/09/2017,false
19719,2017,"Corrections, Department of",Newton,Technician,Voluntary Resignation,Permanent (Merit),014,26,LICENSED PRACTICAL NURSE,02/01/2017,02/09/2017,false
19721,2017,"Human Services, Department of",Field Operations,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,SECRETARY 1,02/01/2017,02/09/2017,false
19723,2017,"Human Services, Department of",Independence,Service/Maintenance,Voluntary Resignation,Probationary (Merit),014,19,RESIDENT TREATMENT WORKER,02/01/2017,02/09/2017,false
19722,2017,"Human Services, Department of",Independence,Service/Maintenance,Disability/Medical,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/01/2017,02/09/2017,false
19724,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Abandoned Job,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/01/2017,02/09/2017,false
19726,2017,"Natural Resources, Department of",,Professional,Retirement,Permanent (Merit),009,28,NATURAL RESOURCES BIOLOGIST,02/01/2017,02/09/2017,false
19727,2017,Agriculture and Land Stewardship,,Administrative Support,Involuntary Dismissal,Probationary (Merit),014,14,RECEPTIONIST,02/02/2017,02/09/2017,false
19728,2017,Agriculture and Land Stewardship,,Official/Administrator,Retirement,Permanent (Merit),014,32,EXEC OFF 2,02/02/2017,02/09/2017,false
19729,2017,"Chief Information Officer, Office of the",,Official/Administrator,Retirement,Permanent (Nonmerit),000,35(-3),PUBLIC SERVICE MANAGER 1,02/02/2017,02/09/2017,false
19730,2017,"Corrections, Department of",Newton,Protective Services - Sworn,Voluntary Resignation,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/02/2017,02/09/2017,false
19731,2017,"Corrections, Department of",Rockwell City,Protective Services - Sworn,Voluntary Resignation,Permanent (Merit),014,23,CORRECTIONAL OFFICER,02/02/2017,02/09/2017,false
19732,2017,"Education, Department of",Vocational Rehabilitation,Administrative Support,Retirement,Permanent (Merit),014,20,ACCOUNTING TECHNICIAN 2,02/02/2017,02/09/2017,false
19733,2017,Iowa Workforce Development,,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),000,43(-2),PUBLIC SERVICE EXECUTIVE,02/02/2017,02/09/2017,false
19734,2017,"Human Services, Department of",Glenwood,Service/Maintenance,Involuntary Dismissal,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/02/2017,02/09/2017,false
19736,2017,"Public Safety, Department of",,Administrative Support,Voluntary Resignation,Permanent (Merit),014,17,INFO TECH SUPPORT WORKER 2,02/02/2017,02/09/2017,false
19737,2017,Iowa Veterans Home,,Service/Maintenance,Abandoned Job,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/02/2017,02/09/2017,false
19738,2017,"Commerce, Department of",Utilities Division,Official/Administrator,Retirement,Permanent (Merit),000,39,UTILITY ADMINISTRATOR 1,02/03/2017,02/09/2017,false
19739,2017,"Corrections, Department of",Newton,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/03/2017,02/09/2017,false
19740,2017,Economic Development Authority,,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),000,30,ECON DEVELOPMENT SPECIALIST 2,02/03/2017,02/09/2017,false
19741,2017,"Human Services, Department of",Woodward,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/03/2017,02/09/2017,false
19742,2017,"Human Services, Department of",Woodward,Service/Maintenance,Retirement,Permanent (Merit),014,19,RESIDENT TREATMENT WORKER,02/05/2017,02/09/2017,false
19743,2017,"Commerce, Department of",Alcoholic Beverages,Service/Maintenance,Disability/Medical,Permanent (Merit),014,16+13.5%,WAREHOUSE OPERATIONS WORKER,02/07/2017,02/09/2017,false
19744,2017,"Corrections, Department of",Central Office,Official/Administrator,Retirement,Permanent (Nonmerit),000,38,EXEC OFF 4,02/07/2017,02/09/2017,false
19745,2017,"Education, Department of",Vocational Rehabilitation,Administrative Support,Voluntary Resignation,Permanent (Merit),009,29,DISABILITY EXAMINER SPECIALIST,02/07/2017,02/09/2017,false
19747,2017,Iowa Veterans Home,,Professional,Voluntary Resignation,Permanent (Merit),014,30,REGISTERED NURSE,02/07/2017,02/09/2017,false
19746,2017,Iowa Veterans Home,,Service/Maintenance,Voluntary Resignation,Permanent (Merit),014,10,RESIDENT AIDE,02/07/2017,02/09/2017,false
19748,2017,"Blind, Iowa Commission for the",,Professional,Involuntary Dismissal,Permanent (Nonmerit),013,28,SENIOR SVC SPEC FOR THE BLIND 1,02/08/2017,02/09/2017,false
19749,2017,"Blind, Iowa Commission for the",,Official/Administrator,Voluntary Resignation,Permanent (Nonmerit),000,33,PROGRAM ADMINISTRATOR,02/09/2017,02/09/2017,false
19751,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19754,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19752,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19755,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19753,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19756,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19750,2017,"Corrections, Department of",Fort Madison,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19758,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19757,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19759,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19763,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19765,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19761,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
19764,2017,"Corrections, Department of",Mt Pleasant,Protective Services - Sworn,Involuntary Dismissal,Probationary (Merit),014,23,CORRECTIONAL OFFICER,02/09/2017,02/09/2017,false
