Record Number,Fiscal Year,Department Name,Sub-Unit of Department,Reason,Employee Status,Pay Plan,Pay Grade,Classification Title,Separation Date,Pay Period End Date,Current Fiscal Year,Separation Year,Recent Layoff,Voluntary/Involuntary,Employee Status Encoded,EEO_EEO Category Name_Administrative Support,EEO_EEO Category Name_Official/Administrator,EEO_EEO Category Name_Professional,EEO_EEO Category Name_Protective Services - Sworn,EEO_EEO Category Name_Service/Maintenance,EEO_EEO Category Name_Skilled Craft,EEO_EEO Category Name_Technician,EEO_EEO Category Name_nan
21541,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21547,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21552,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21540,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21549,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21542,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21548,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21543,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21550,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21544,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21545,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21546,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21551,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-15,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21555,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2017-12-15,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21556,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,31.0,NURSE CLINICIAN,2017-12-15,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21557,2018,"Corrections, Department of",Fort Dodge,Retirement,Permanent (Merit),014,28.0,ACTIVITIES SPECIALIST 2,2017-12-17,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21558,2018,Iowa Veterans Home,Field Operations,Involuntary Dismissal,Probationary (Merit),014,13.0,FOOD SERVICE WORKER,2017-12-18,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21559,2018,"Commerce, Department of",Utilities Division,Involuntary Dismissal,Probationary (Merit),014,24.0,UTILITIES REGULATION INSPECTOR,2017-12-19,2017-12-28,False,2017,False,Involuntary,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21560,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-20,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21561,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-20,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21562,2018,"Administrative Services, Department of",Field Operations,Retirement,Permanent (Merit),014,13.0,CUSTODIAL WORKER,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21563,2018,Agriculture and Land Stewardship,Field Operations,Retirement,Permanent (Merit),014,24.0,WAREHOUSE/GRAIN DLR EXAMINER,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21564,2018,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,29.0,ASST AUDITOR 2,2017-12-21,2017-12-28,False,2017,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21565,2018,"Commerce, Department of",Banking Division,Voluntary Resignation,Permanent (Nonmerit),000,24.0,BANK EXAMINER,2017-12-21,2017-12-28,False,2017,False,Involuntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21566,2018,"Corrections, Department of",Central Office,Retirement,Permanent (Merit),014,35.0,EXEC OFF 3,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21567,2018,"Corrections, Department of",Mitchellville,Voluntary Resignation,Probationary (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-21,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21568,2018,"Human Services, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-21,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21569,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),014,18.0,CLERK-SPECIALIST,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21571,2018,"Human Services, Department of",Glenwood,Voluntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2017-12-21,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21570,2018,"Human Services, Department of",Glenwood,Retirement,Permanent (Merit),014,29.0,SPEECH/LANGUAGE PATHOLOGIST 2,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21573,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,13.0,FOOD SERVICE WORKER,2017-12-21,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21574,2018,Attorney General,Field Operations,Retirement,Permanent (Nonmerit),000,39.0,ASST ATTORNEY GENERAL 3,2017-12-22,2017-12-28,False,2017,False,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21575,2018,"Chief Information Officer, Office of the",Field Operations,Retirement,Permanent (Merit),014,35.0,INFO TECH SPECIALIST 5,2017-12-22,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21576,2018,"Chief Information Officer, Office of the",Field Operations,Retirement,Permanent (Merit),014,35.0,INFO TECH SPECIALIST 5,2017-12-22,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21577,2018,"Corrections, Department of",Anamosa,Retirement,Permanent (Merit),000,24.0,CORRECTIONAL SUPERVISOR,2017-12-22,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21578,2018,"Education, Department of",Vocational Rehabilitation,Voluntary Resignation,Probationary (Merit),014,18.0,REHABILITATION ASSISTANT,2017-12-22,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21579,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,27.0,SOCIAL WORKER 3,2017-12-22,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21580,2018,"Human Services, Department of",Independence,Voluntary Resignation,Probationary (Merit),014,26.0,LICENSED PRACTICAL NURSE,2017-12-22,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21581,2018,Iowa Veterans Home,Field Operations,Death,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2017-12-22,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21582,2018,"Human Services, Department of",Eldora Training School,Voluntary Resignation,Permanent (Merit),014,19.0,YOUTH SERVICES WORKER,2017-12-24,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21583,2018,Iowa Veterans Home,Field Operations,Death,Permanent (Merit),014,19.0,RESIDENT TREATMENT WORKER,2017-12-24,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21585,2018,"Corrections, Department of",Anamosa,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-26,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21584,2018,"Corrections, Department of",Anamosa,Voluntary Resignation,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-26,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21586,2018,Iowa Workforce Development,Field Operations,Voluntary Resignation,Probationary (Merit),014,22.0,LABOR MARKET RESEARCH ECON 1,2017-12-26,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21587,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),000,30.0,CHILD SUPPORT RECOVERY SUPV,2017-12-26,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21588,2018,"Human Services, Department of",Independence,Involuntary Layoff,Permanent (Merit),014,15.0,LAUNDRY WORKER 1,2017-12-26,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21589,2018,Attorney General,Field Operations,Retirement,Permanent (Nonmerit),000,29.0,INVESTIGATOR 4,2017-12-27,2017-12-28,False,2017,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21590,2018,Auditor of State,Field Operations,Voluntary Resignation,Permanent (Nonmerit),000,29.0,ASST AUDITOR 2,2017-12-27,2017-12-28,False,2017,False,Involuntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21591,2018,"Commerce, Department of",Banking Division,Retirement,Permanent (Nonmerit),000,24.0,BANK EXAMINER,2017-12-27,2017-12-28,False,2017,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21593,2018,"Public Health, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),013,30.0,COMMUNITY HEALTH CONSULTANT,2017-12-27,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21594,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,31.0,NURSE CLINICIAN,2017-12-27,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21595,2018,Attorney General,Field Operations,Retirement,Permanent (Nonmerit),000,24.0,ADMIN ASSISTANT 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21596,2018,"Blind, Iowa Commission for the",Field Operations,Retirement,Permanent (Merit),014,17.0,SECRETARY 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21599,2018,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21598,2018,"Corrections, Department of",Fort Madison,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21597,2018,"Corrections, Department of",Fort Madison,Involuntary Resignation,Permanent (Merit),014,30.0,REGISTERED NURSE,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21601,2018,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21600,2018,"Corrections, Department of",Newton,Retirement,Permanent (Merit),014,24.0,CORRECTIONAL TRADES LEADER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21603,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21604,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21605,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21606,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21602,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),014,28.0,ACTIVITIES SPECIALIST 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21607,2018,"Corrections, Department of",Mt Pleasant,Retirement,Permanent (Merit),000,34.0,CORRECTIONAL SECURITY DIRECTOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21609,2018,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),000,33.0,NURSE SUPERVISOR,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21608,2018,"Corrections, Department of",Mitchellville,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21610,2018,"Corrections, Department of",Mitchellville,Retirement,Permanent (Merit),014,23.0,CORRECTIONAL OFFICER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21612,2018,"Education, Department of",Vocational Rehabilitation,Voluntary Resignation,Permanent (Merit),009,29.0,DISABILITY EXAMINER SPECIALIST,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21611,2018,"Education, Department of",Vocational Rehabilitation,Retirement,Permanent (Merit),014,38.0,ADMIN LAW JUDGE 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21614,2018,"Education, Department of",Vocational Rehabilitation,Retirement,Permanent (Nonmerit),000,24.0,PUBLIC SERVICE MANAGER 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21613,2018,"Education, Department of",Vocational Rehabilitation,Retirement,Permanent (Merit),014,21.0,ADMIN ASSISTANT 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21615,2018,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,24.0,WORKFORCE ADVISOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21616,2018,Iowa Workforce Development,Field Operations,Retirement,Permanent (Merit),014,26.0,ELEVATOR/AMUSEMENT RIDE INSPTOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21617,2018,"Human Services, Department of",General Administration,Retirement,Permanent (Merit),014,30.0,BUDGET ANALYST 3,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21621,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),000,29.0,INCOME MAINT SUPERVISOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21620,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,24.0,INCOME MAINT WORKER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21618,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21624,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21625,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21622,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),014,15.0,TYPIST-ADVANCED,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21623,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),014,17.0,SECRETARY 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21619,2018,"Human Services, Department of",Field Operations,Retirement,Permanent (Merit),009,25.0,SOCIAL WORKER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21626,2018,"Human Services, Department of",Eldora Training School,Retirement,Permanent (Merit),009,25.0,YOUTH COUNSELOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21627,2018,"Human Services, Department of",Glenwood,Involuntary Dismissal,Probationary (Merit),014,19.0,RESIDENT TREATMENT WORKER,2017-12-28,2017-12-28,False,2017,False,Involuntary,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
21629,2018,"Inspections & Appeals, Department of",Field Operations,Retirement,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21628,2018,"Inspections & Appeals, Department of",Field Operations,Retirement,Permanent (Merit),014,31.0,HEALTH FACILITIES SURVEYOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21631,2018,"State Public Defender, Office of",Field Operations,Retirement,Permanent (Nonmerit),014,34.0,PUBLIC DEFENDER 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21630,2018,"State Public Defender, Office of",Field Operations,Retirement,Permanent (Nonmerit),000,39.0,PUBLIC DEFENDER SUPERVISOR 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21642,2018,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),014,23.0,NATURAL RESOURCES TECHNICIAN 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21641,2018,"Natural Resources, Department of",Field Operations,Voluntary Resignation,Permanent (Merit),014,20.0,NATURAL RESOURCES TECHNICIAN 1,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21643,2018,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),009,28.0,NATURAL RESOURCES BIOLOGIST,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21644,2018,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),017,28.0,PARK RANGER,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21640,2018,"Natural Resources, Department of",Field Operations,Retirement,Permanent (Merit),000,24.0,PUBLIC SERVICE MANAGER 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21645,2018,Public Employment Relations Board,Field Operations,Retirement,Permanent (Merit),000,24.0,ADMIN LAW JUDGE 2,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21646,2018,"Public Defense, Department of",Field Operations,Retirement,Permanent (Merit),014,22.0,FACILITIES MAINTENANCE COORD,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21647,2018,Homeland Security and Emergency Management,Field Operations,Retirement,Permanent (Merit),014,29.0,PROGRAM PLANNER 3,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21649,2018,"Public Health, Department of",Field Operations,Retirement,Permanent (Merit),014,17.0,SECRETARY 1,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21648,2018,"Public Health, Department of",Field Operations,Retirement,Permanent (Merit),013,30.0,COMMUNITY HEALTH CONSULTANT,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21650,2018,"Public Health, Department of",Field Operations,Retirement,Permanent (Merit),014,29.0,HEALTH PROFESSIONS INVEST,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21652,2018,"Public Safety, Department of",Field Operations,Retirement,Permanent (Nonmerit),000,39.0,MAJOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21651,2018,"Public Safety, Department of",Field Operations,Retirement,Permanent (Merit),000,27.0,AUTOMOTIVE SHOP SUPERVISOR,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
21655,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,32.0,PSYCHOLOGIST 3,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21656,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),009,25.0,MEDICAL TECHNOLOGIST,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21653,2018,Iowa Veterans Home,Field Operations,Retirement,Permanent (Merit),014,15.0,TYPIST-ADVANCED,2017-12-28,2017-12-28,False,2017,False,Voluntary,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21654,2018,Iowa Veterans Home,Field Operations,Voluntary Resignation,Permanent (Merit),014,26.0,LICENSED PRACTICAL NURSE,2017-12-28,2017-12-28,False,2017,False,Involuntary,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21657,2018,Attorney General,Field Operations,Retirement,Permanent (Nonmerit),000,39.0,ASST ATTORNEY GENERAL 3,2017-12-29,2018-01-11,False,2017,False,Voluntary,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21658,2018,"Chief Information Officer, Office of the",Field Operations,Retirement,Permanent (Nonmerit),000,24.0,PUBLIC SERVICE EXECUTIVE,2017-12-29,2018-01-11,False,2017,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21659,2018,"Commerce, Department of",Banking Division,Retirement,Permanent (Nonmerit),000,46.0,BANK EXAM REGIONAL MNGR,2017-12-29,2018-01-11,False,2017,False,Voluntary,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
